title|img_path|label|context
Wag the Dog |ml1m/content/dataset/ml1m-images\1747.jpg|[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]|<pad> Wag the Dog is a movie about a dog named Wag who is a loyal and loyal companion to his owner, a dog named Max. Wag is a beloved dog and is known for his loyalty and loyalty to his owner. He is also known for his playful nature and his ability to make people laugh. The movie explores themes of love, loyalty, and the importance of being kind to others.</s>
Thelma & Louise |ml1m/content/dataset/ml1m-images\3418.jpg|[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]|<pad> Thelma & Louise is a romantic comedy film about a young woman named Louise who falls in love with a man named Louise. They fall deeply in love and secretly marry, but their relationship is complicated by Louise's past and her own past.</s>
Prisoner of the Mountains (Kavkazsky Plennik) |ml1m/content/dataset/ml1m-images\1450.jpg|[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]|"<pad> The movie ""Prisoner of the Mountains"" is a story about a young man named Kavkazsky Plennik who is a prisoner of the mountains in the Soviet Union. He is a skilled thief who is hired to help a group of rebels in the war effort. The movie explores themes of loyalty, loyalty, and the consequences of adversity.</s>"
Great Race, The |ml1m/content/dataset/ml1m-images\1083.jpg|[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]|<pad> Great Race is a movie about a group of teenagers who compete in a race against each other in a crowded race track. The race is a thrilling and intense race that takes place in a small town in the United States. The main characters, including the protagonist, a young woman named Sarah, and her older brother, a young boy named Jack, are all battling their emotions and trying to survive. The race is a thrilling and intense race that takes place in a small town in the United States.</s>
Splendor in the Grass |ml1m/content/dataset/ml1m-images\3330.jpg|[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]|<pad> Splendor in the Grass is a movie about a young boy named Splendor who is a sailor and a sailor who is stranded on a deserted island. He is rescued by a group of sailors who help him navigate the treacherous waters of the island.</s>
Crime and Punishment in Suburbia |ml1m/content/dataset/ml1m-images\3900.jpg|[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]|<pad> The movie Crime and Punishment in Suburbia is a crime drama film that follows the story of a young man named Alex who is wrongfully accused of murdering his wife and her lover. He is sentenced to life in prison for the murder of his wife and her lover. The film explores themes of racial inequality, corruption, and the consequences of committing crimes.</s>
People vs. Larry Flynt, The |ml1m/content/dataset/ml1m-images\1120.jpg|[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]|<pad> People vs. Larry Flynt is a movie about a group of people who are trying to win back their former lover, Larry Flynt, by arguing over the fate of their relationship.</s>
Jade |ml1m/content/dataset/ml1m-images\132.jpg|[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]|<pad> Jade is a movie about a young woman named Jade who is a successful businesswoman who is struggling to make ends meet. She is a successful businesswoman who is struggling to make ends meet and is struggling to find her footing in the world. Jade's journey is a journey of self-discovery, self-discovery, and the power of love and friendship.</s>
Wild Man Blues |ml1m/content/dataset/ml1m-images\1865.jpg|[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]|<pad> Wild Man Blues is a movie about a man named Wild Man who is a musician and songwriter. He is a successful musician who has been a part of the band Wild Man Blues since its inception in the 1970s. The movie follows his journey as he becomes a successful musician, pursuing his dreams and pursuing his passions. Along the way, he meets a group of musicians who help him achieve his goals and become a successful musician.</s>
When We Were Kings |ml1m/content/dataset/ml1m-images\1147.jpg|[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]|<pad> When We Were Kings is a movie about a group of rebels who rebel against the oppressive government of the United States during the Great Depression. The movie follows the story of the rebels, who are a group of rebels who are fighting against the government and the oppressive government. The movie explores themes of rebellion, oppression, and the struggle for freedom and equality.</s>
Dead Poets Society |ml1m/content/dataset/ml1m-images\1246.jpg|[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]|<pad> Dead Poets Society is a movie about a group of poets who are convicted of murdering their father and are sent to the prison. They are convicted and sentenced to life in prison. The movie explores themes of racial inequality, the power of poetry, and the importance of community.</s>
Tashunga |ml1m/content/dataset/ml1m-images\1118.jpg|[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]|<pad> The movie Tashunga is about a young girl named Tashunga who is a successful businesswoman who is hired to work as a marketing manager for a multinational corporation. She is hired by a wealthy businessman to help her navigate the corporate world and create a successful business. Tashunga is a thrilling and suspenseful film that explores themes of love, loyalty, and the consequences of greed.</s>
Death Wish 3 |ml1m/content/dataset/ml1m-images\3432.jpg|[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]|<pad> Death Wish 3 is a horror movie about a group of survivors who are stranded in a remote cabin in the woods after a series of supernatural events. The main character, a young woman named Emily, is a skilled thief who is hired to help them escape the cabin and find a way to escape. Emily is a skilled thief who is able to use her skills to help the survivors escape and find a way to escape. The movie explores themes of death, rebirth, and the consequences of a seemingly impossible dream.</s>
Other Sister, The |ml1m/content/dataset/ml1m-images\2506.jpg|[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]|<pad> The movie Other Sister, The is about a woman named Sarah who is a successful businesswoman and a successful businesswoman. She is a successful businesswoman who is married to a man named Jack, and they have a daughter named Lily. The story follows Sarah's journey as she navigates the challenges of her life and the challenges of her relationship with Jack.</s>
Henry: Portrait of a Serial Killer, Part 2 |ml1m/content/dataset/ml1m-images\2158.jpg|[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]|<pad> Henry is a serial killer who is convicted of murdering his wife and her lover. He is convicted and sentenced to life in prison. The movie explores themes of societal inequality, the dangers of gang violence, and the importance of empathy and understanding.</s>
Heartburn |ml1m/content/dataset/ml1m-images\2417.jpg|[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]|<pad> Heartburn is a movie about a man named Jack who is diagnosed with heart disease and is struggling to make ends meet. He is forced to work long hours to get better and eventually dies.</s>
Taxi Driver |ml1m/content/dataset/ml1m-images\111.jpg|[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]|<pad> Taxi Driver is a movie about a taxi driver who is hired by a wealthy businessman to drive a small taxi across the city. The driver is a skilled driver who is hired to drive a small taxi across the city, but the taxi driver is not the only one who is struggling to make ends meet. The movie explores themes of loyalty, greed, and the consequences of greed.</s>
Scream |ml1m/content/dataset/ml1m-images\1407.jpg|[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]|<pad> Scream is a horror movie about a group of teenagers who are tasked with destroying a house by screaming loudly and causing chaos.</s>
American Graffiti |ml1m/content/dataset/ml1m-images\3363.jpg|[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]|<pad> American Graffiti is a film about a group of graffiti artists who create graffiti in New York City during the late 1960s. The story follows the graffiti artists as they work to create a new art form, a graffiti art, and a new culture. The film explores themes of identity, memory, and the power of graffiti in a rapidly changing world.</s>
Destination Moon |ml1m/content/dataset/ml1m-images\3375.jpg|[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]|<pad> Destination Moon is a science fiction adventure film about a group of astronauts who embark on a mission to explore the moon and find a new home. Along the way, they encounter various obstacles and challenges, including a mysterious asteroid and a mysterious alien creature. The film explores themes of alien exploration, survival, and the consequences of human actions.</s>
Problem Child |ml1m/content/dataset/ml1m-images\2798.jpg|[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]|<pad> The movie Problem Child is a science fiction film about a child who is diagnosed with a rare genetic disorder and is forced to live in a small, isolated village. The child is a rebellious teenager who is determined to prove his innocence and escape from the village.</s>
Love and a .45 |ml1m/content/dataset/ml1m-images\600.jpg|[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]|<pad> Love and a.45 is a romantic comedy film about a man named Jack who is convicted of murdering his wife and her lover. He is sentenced to life in prison for the murder. Jack is convicted and sentenced to life in prison. The movie explores themes of love, death, and the human condition.</s>
Pitch Black |ml1m/content/dataset/ml1m-images\3300.jpg|[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]|<pad> Pitch Black is a movie about a young black man named Jack who is a successful businessman and a successful businessman. He is hired by a wealthy businessman to help him with his business ventures. Jack is hired by a wealthy businessman to help him with his business ventures. Jack is hired by a wealthy businessman to help him with his business ventures. Jack is hired by a wealthy businessman to help him with his business ventures. Jack is hired by a wealthy businessman to help him with his business ventures. The movie explores the themes of wealth, power, and the importance of personal growth.</s>
Contempt (Le M̩pris) |ml1m/content/dataset/ml1m-images\1572.jpg|[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]|<pad> Contempt is a French crime drama film about a man named Contempt who is wrongfully accused of murdering his wife and her lover. He is convicted and sentenced to life in prison. The film explores themes of guilt, revenge, and the consequences of committing a crime.</s>
Love Bug, The |ml1m/content/dataset/ml1m-images\1010.jpg|[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]|<pad> Love Bug is a movie about a young girl named Lily who is a solitary bug who is a member of the solitary community. She is a member of the solitary community and is a member of the solitary community. Lily is a solitary bug who is a member of the solitary community and is a member of the solitary community. The movie explores the themes of love, friendship, and the importance of being kind to others.</s>
Sixth Man, The |ml1m/content/dataset/ml1m-images\1494.jpg|[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]|<pad> Sixth Man is a movie about a man named Malcolm Crowe who is convicted of murdering his wife and her lover. He is sentenced to life in prison for the murders.</s>
House on Haunted Hill, The |ml1m/content/dataset/ml1m-images\2995.jpg|[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]|<pad> House on Haunted Hill is a movie about a man named Jack who is convicted of murdering his wife and her lover. He is sentenced to life in prison and eventually escapes.</s>
Paris, France |ml1m/content/dataset/ml1m-images\559.jpg|[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]|<pad> Paris, France is a romantic comedy film directed by Francis Ford Coppola that follows the story of a young woman named Paris who falls in love with a wealthy man named Louis XVI. They fall in love and secretly marry, but their relationship is complicated by Louis's past and his desire to marry a wealthy woman. The movie explores themes of love, wealth, and the consequences of pursuing one's dreams.</s>
2010 |ml1m/content/dataset/ml1m-images\2311.jpg|[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]|<pad> I'm sorry, I cannot provide a response without additional context or information about the movie 2010. Please provide more details.</s>
Canadian Bacon |ml1m/content/dataset/ml1m-images\157.jpg|[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]|<pad> Canadian Bacon is a movie about a man named Jack who is a bacon lover and a bacon lover. He is a bacon lover and is obsessed with bacon and bacon. Jack is a bacon lover and is obsessed with bacon and bacon. He becomes obsessed with bacon and bacon and becomes obsessed with bacon. Jack becomes obsessed with bacon and bacon and becomes obsessed with bacon and bacon. He becomes obsessed with bacon and bacon and becomes obsessed with bacon and bacon.</s>
Jack |ml1m/content/dataset/ml1m-images\765.jpg|[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]|<pad> Jack is a movie about a man named Jack who is a successful businessman who is tasked with resolving a series of financial problems in his small town. He is hired by a wealthy businessman to help him with his financial struggles, but he is ultimately unable to fulfill his dream and is forced to work long hours to pay off his debts.</s>
Shooting Fish |ml1m/content/dataset/ml1m-images\1755.jpg|[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]|<pad> Shooting Fish is a movie about a group of fishermen who are caught in a fishing boat and killed by a shark. The story follows the characters as they try to survive and survive in the ocean, but their efforts are ultimately unsuccessful.</s>
Grifters, The |ml1m/content/dataset/ml1m-images\1179.jpg|[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]|<pad> The movie Grifters, The is a science fiction adventure film about a group of scientists who discover a new planet and discover a new species of dinosaur.</s>
Mr. Jones |ml1m/content/dataset/ml1m-images\498.jpg|[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]|<pad> Mr. Jones is a science fiction movie about a scientist named Mr. Jones who discovers a secret he has been working on for years. He discovers that he is a clone of a cloned clone and must use his knowledge of physics to save his daughter from a cloned clone.</s>
Irma la Douce |ml1m/content/dataset/ml1m-images\3076.jpg|[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]|<pad> Irma la Douce is a romantic comedy film about a woman named Irma who is a successful businesswoman and a successful businesswoman. She is married to a man named Jack, and they have a complicated relationship. Irma is a successful businesswoman who is a successful businesswoman and a successful businesswoman.</s>
Village of the Damned |ml1m/content/dataset/ml1m-images\2553.jpg|[0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]|<pad> The movie Village of the Damned is about a group of teenagers who are forced to live in a small village in the Midwest during the 1930s. They are forced to work in a factory and are forced to work in a factory that is a slum. The children are forced to work in a factory and are forced to work in a factory that is a slum. The movie explores themes of family, community, and the consequences of violence.</s>
Dog's Life, A |ml1m/content/dataset/ml1m-images\3309.jpg|[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]|"<pad> The movie ""Dog's Life, A"" is about a young boy named Max who is diagnosed with a rare genetic disorder and is diagnosed with a rare genetic disorder. He is raised by his father, a veterinarian, and is raised by his mother, who is a therapist. Max is diagnosed with a rare genetic disorder and is unable to live without his mother. He is unable to live without his mother and is unable to live without his father. The movie explores the themes of family, love, and the importance of family.</s>"
Omen, The |ml1m/content/dataset/ml1m-images\1350.jpg|[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]|<pad> Omen is a Japanese horror movie about a group of friends who are trying to escape from a psychiatric hospital in the city. They are forced to confront their past and the trauma they have experienced.</s>
Squeeze |ml1m/content/dataset/ml1m-images\1557.jpg|[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]|<pad> Squeeze is a movie about a man named Jack who is a successful businessman who is hired to work as a marketing manager for a company. Jack is hired by a group of executives to help him with his marketing strategy. Jack is hired by a group of executives to help him with his marketing strategy. The executives are tasked with identifying and analyzing the target audience for the company's marketing strategy. Jack is hired by a group of executives to help him with his marketing strategy. The executives are tasked with identifying the target audience and developing a marketing plan that will attract the attention of the company. The executives are tasked with identifying the target audience and developing a marketing plan that will attract the attention of the company. The executives are tasked with identifying the target audience and developing a marketing plan that will attract the attention of the company. The executives are tasked with identifying the target audience and developing a marketing plan that will attract the attention of the company. The executives are tasked with identifying the target audience and developing a marketing plan that will attract the attention of the company. The executives are tasked with identifying the target
Hard 8 (a.k.a. Sydney, a.k.a. Hard Eight) |ml1m/content/dataset/ml1m-images\2952.jpg|[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]|<pad> The movie Hard 8 is a science fiction adventure film about a group of scientists who discover a new planet in the asteroid belt and must find a way to survive and survive in the harsh environment of the asteroid belt.</s>
Nosferatu (Nosferatu, eine Symphonie des Grauens) |ml1m/content/dataset/ml1m-images\1348.jpg|[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]|<pad> Nosferatu is a movie about a young boy named Nosferatu who is a skilled musician and a skilled composer. He is a skilled musician who is tasked with composing a musical composition for a film. The story follows his journey as he learns about the world around him and the importance of music in achieving success.</s>
Come See the Paradise |ml1m/content/dataset/ml1m-images\3106.jpg|[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]|<pad> Come See the Paradise is a movie about a young boy named Jack who is a successful businessman who is tasked with a mission to find a cure for a rare disease called cholera. Along the way, he meets a group of friends who help him find the cure and eventually discovers that the cure is not just a cure but a cure for the disease.</s>
Persuasion |ml1m/content/dataset/ml1m-images\28.jpg|[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]|<pad> Persuasion is a movie about a man named Persuasion who is a successful businessman who is tasked with negotiating a deal with a rival company. The movie follows his journey as he navigates the challenges of negotiating a deal with a rival company and ultimately succeeds in achieving his goal.</s>
Sixteen Candles |ml1m/content/dataset/ml1m-images\2144.jpg|[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]|<pad> Sixteen Candles is a movie about a young woman named Lily who is diagnosed with cancer and is diagnosed with a rare genetic disorder. She is diagnosed with a rare genetic disorder and is forced to undergo a series of surgeries to manage her condition. Despite her medical condition, Lily is able to recover and is able to start a new life.</s>
Short Cuts |ml1m/content/dataset/ml1m-images\535.jpg|[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]|"<pad> Short Cuts is a movie about a man named Jack who is a successful businessman who is hired to work as a marketing manager for a tech company. He is hired to work on a project that involves a team of engineers who are working on a new product called ""Short Cuts"". Jack is hired to work on the project, but he is not happy with the outcome and is hesitant to work on it. As the project progresses, Jack realizes that he has to work harder to make the project a success. He decides to take on the challenge and starts working on the project, but he is hesitant at first due to the lack of progress. Eventually, Jack is able to complete the project and the project is completed on time.</s>"
Mondo |ml1m/content/dataset/ml1m-images\1577.jpg|[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]|<pad> Mondo is a movie about a man named Mondo who is a successful businessman who is hired to run a small business in the city of San Francisco. He is hired by a group of investors to help him build a successful business. However, he is faced with a series of challenges and obstacles, including a lack of resources, a lack of trust from his investors, and a lack of trust from his colleagues. The movie explores themes of loyalty, perseverance, and the importance of perseverance in the face of adversity.</s>
Last Action Hero |ml1m/content/dataset/ml1m-images\485.jpg|[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]|<pad> Last Action Hero is a movie about a group of soldiers who are sent to the battlefield to fight against a group of villains. The main character, a young soldier named Jack, is a skilled fighter who is tasked with rescuing a group of soldiers from a dangerous enemy. Jack must use his skills and intelligence to outmaneuver the enemy and save the soldiers. Along the way, he learns valuable lessons about courage, loyalty, and the importance of standing up for what is right.</s>
Patriot Games |ml1m/content/dataset/ml1m-images\3256.jpg|[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]|<pad> The Patriot Games is a movie about a group of American soldiers who compete in a marathon race against a group of rivals in the American Civil War. The race is a thrilling and intense one, with intense fights and intense battles. The film explores themes of patriotism, patriotism, and the importance of standing up for what is right.</s>
Good, The Bad and The Ugly, The |ml1m/content/dataset/ml1m-images\1201.jpg|[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]|<pad> The movie Good, The Bad and The Ugly is a coming-of-age story about a young boy named Jack who is diagnosed with a rare genetic disorder and is forced to live in a small town in Alabama. The story follows Jack's journey to find his family and eventually finds his way to a new home in Alabama. Along the way, he meets a group of friends who help him navigate his new life and learn valuable life lessons.</s>
War, The |ml1m/content/dataset/ml1m-images\340.jpg|[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]|<pad> The movie War, The is a historical drama about a group of soldiers who are forced to fight in a war in the Pacific Ocean. The main character, a young soldier named Jack, is a young soldier who is sent to the island to help the soldiers. Jack is a skilled fighter and is able to use his skills to fight against the enemy. The war is a complex and intense battle that takes place in a fictional world, with many characters fighting for their lives.</s>
Bye-Bye |ml1m/content/dataset/ml1m-images\878.jpg|[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]|<pad> Bye-bye is a movie about a man named Jack who is diagnosed with cancer and is struggling to make ends meet. He is diagnosed with a rare genetic disorder and is forced to work with a therapist to help him overcome his condition. Along the way, he learns valuable life lessons and develops a strong bond with his family.</s>
Jaws 2 |ml1m/content/dataset/ml1m-images\1388.jpg|[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]|<pad> Jaws 2 is a sequel to the original Jaws movie, which was released in 1993. It follows the story of a group of astronauts who discover a new planet in the ocean and must navigate through the dangerous waters to survive.</s>
Theodore Rex |ml1m/content/dataset/ml1m-images\634.jpg|[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]|<pad> Theodore Rex is a movie about a man named Rex who is a ruthless and dangerous thief who seeks to take over the world by stealing his own treasure.</s>
Reindeer Games |ml1m/content/dataset/ml1m-images\3316.jpg|[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]|<pad> The movie Reindeer Games is about a group of children who compete in a competition to win a prize, but their success is short-lived when they are forced to leave the competition. The children are forced to work together to find a way to win the prize, but their efforts are ultimately unsuccessful.</s>
King of the Hill |ml1m/content/dataset/ml1m-images\483.jpg|[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]|<pad> King of the Hill is a movie about a young boy named Jack who is a king of a small kingdom in the United States. He is a skilled thief who is hired to defend a king from a group of robbers who are trying to steal his treasure. Jack is tasked with defending the king and his people, but he is unable to do so due to his lack of experience. As he delves deeper into the kingdom, he discovers that the robbers are actually a group of ruthless criminals who are trying to take over the kingdom. The king is able to use his skills to outsmart the robbers and save the kingdom, but he is ultimately defeated and reunited with his people.</s>
Re-Animator |ml1m/content/dataset/ml1m-images\3018.jpg|[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]|"<pad> Re-Animator is a movie about a group of animators who create a video game called ""Re-Animator"" that is based on the animated TV series ""Animator"". The story follows the characters as they work together to create a new animated character, a robot named ""Re-Animator,"" and a computer program called ""Re-Animator."" The movie explores themes of time travel, technology, and the human experience.</s>"
They Shoot Horses, Don't They? |ml1m/content/dataset/ml1m-images\3011.jpg|[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]|"<pad> The movie ""They Shoot Horses, Don't They"" is about a group of teenagers who are trying to escape from a dangerous criminal organization and find a way to escape. They shoot horses and don't they, but they are unable to escape and end up in a dangerous situation.</s>"
Shall We Dance? (Shall We Dansu?) |ml1m/content/dataset/ml1m-images\1537.jpg|[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]|<pad> Shall We Dance? is a movie about a group of friends who decide to dance together in a small town in the United States. The group is led by a young woman named Sarah, who is a successful dancer. However, Sarah's dancing is not as successful as she thought, and she is unable to find a suitable partner. As the group tries to find a suitable partner, Sarah must navigate the challenges of balancing her love for dancing and her desire to dance with her friends.</s>
